ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity
nrz,Lala,Austronesian,S-New-Guinea,,,0,0.666666687,6,3000,694.823573,0
kle,Kulung,Sino-Tibetan,Indic,,,0,1,4,18700,694.1377949,0
kbm,Iwal,Austronesian,,1.312991977,7.778190136,0,,,1500,692.3056068,0
apz,Safeyoka,Trans-New-Guinea,Interior-New-Guinea,1.215965271,9.698145866,0,,,2390,691.8976791,0
kwa,Dâw,Puinavean,NE-South-America,,,0,1,3,83,691.6329809,0
hnn,Hanunoo,Austronesian,Oceania,1.397260308,8.340092659,0,,,13000,688.5448422,0
waj,Waffa,Trans-New-Guinea,Interior-New-Guinea,1.139724493,9.672319412,0,,,1300,688.3323087,0
bmu,Burum-Mindik,Trans-New-Guinea,N-Coast-New-Guinea,1.512812495,10.31370449,0,1,4,8250,686.0349624,0
jqr,Jaqaru,Aymaran,Andean,,,0,0.86153847,13,740,683.0275223,0
kjs,East Kewa,Trans-New-Guinea,,1.327614307,9.229789734,0,0.564190447,25,45000,682.9205361,0
dds,Donno So Dogon,Niger-Congo,African-Savannah,,,0,0.75,8,45300,682.8047458,0
erk,South Efate,Austronesian,Oceania,,,0,0.600000024,5,6000,682.6823606,0
bkk,Brokskat,Indo-European,Indic,,,0,0.583333313,2,10000,681.4254494,0
jet,Manem,Border,N-Coast-New-Guinea,,,0,1,1,900,677.5948156,0
lex,Luang,Austronesian,Oceania,1.520614386,9.604016304,0,,,18000,675.4882414,0
kwf,Kwara'ae,Austronesian,,1.222035408,7.478615284,0,,,32400,674.9178125,0
nou,Ewage-Notu,Trans-New-Guinea,S-New-Guinea,1.320335627,7.891664505,0,,,12900,674.8815686,0
for,Fore,Trans-New-Guinea,Interior-New-Guinea,1.439185262,10.40258884,0,0.800000012,5,17000,674.2862924,0
sxb,Suba,Niger-Congo,,1.522273064,9.858189583,0,,,174000,673.6380792,0
eip,Eipomek,Trans-New-Guinea,Interior-New-Guinea,,,0,0.714285731,7,3000,671.3625451,0
mcr,Menya,Trans-New-Guinea,Interior-New-Guinea,,,0,1,1,20000,670.4402437,0
sgz,Sursurunga,Austronesian,N-Coast-New-Guinea,1.406946182,7.933568954,0,,,3000,670.2582027,0
pip,Pero,Afro-Asiatic,African-Savannah,,,0,0.5625,8,25000,669.3814256,0
nhx,Isthmus-Mecayapan Nahuatl,Uto-Aztecan,Mesoamerica,,,0,1,2,20000,666.860063,0
apq,A-Pucikwar,Andamanese,Southeast-Asia,,,0,1,3,10,665.817013,0
tcb,Tanacross,Eyak-Athabaskan,Alaska-Oregon,,,0,0.666666687,9,35,660.3996312,0
zia,Zia,Trans-New-Guinea,S-New-Guinea,1.299466133,8.605576515,0,,,3940,658.0520545,0
eko,Koti,Niger-Congo,S-Africa,,10.29322338,0,1,1,77000,657.402754,0
kia,Kim,Niger-Congo,African-Savannah,1.473879695,7.357501984,0,,,15400,654.8942835,0
tbo,Tawala,Austronesian,S-New-Guinea,1.433302164,8.263037682,0,0.5,7,20000,652.2312797,0
dyy,Dyaabugay,Australian,N-Australia,,,0,0.694444418,6,3,649.5102527,0
pir,Piratapuyo,Tucanoan,NE-South-America,1.235675454,9.146921158,0,,,1070,647.5706345,0
opm,Oksapmin,Trans-New-Guinea,Interior-New-Guinea,1.408167005,9.176346779,0,0.666666687,6,8000,646.3865697,0
glu,Gula,Nilo-Saharan,African-Savannah,,,0,0.166666672,6,10300,645.8746051,0
ybi,Yamphu,Sino-Tibetan,,,,0,1,1,1720,643.2618564,0
yii,Yidiny,Australian,N-Australia,,,0,0.388492078,21,12,641.0359242,0
cho,Choctaw,Muskogean,E-North-America,,,0,0.909090936,11,11400,639.4636393,0
lln,Lele,Afro-Asiatic,African-Savannah,,,0,0.491666675,12,26000,637.3875484,0
was,Washo,Language-isolate,Basin-and-Plains,,,0,0.944444418,9,10,635.52278,0
kpw,Kobon,Trans-New-Guinea,Interior-New-Guinea,1.306283832,8.045845985,0,0.495833337,22,10000,635.3787357,0
dal,Dahalo,Afro-Asiatic,S-Africa,,,0,1,2,400,633.391951,0
acv,Achumawi,Palaihnihan,Basin-and-Plains,,,0,0.800000012,5,16,632.031255,0
mmx,Madak,Austronesian,,1.245660782,8.558297157,0,,,3000,631.3306797,0
smq,Samo,Trans-New-Guinea,Interior-New-Guinea,,,0,1,1,900,627.4801938,0
arh,Arhuaco,Chibchan,NE-South-America,,,0,0.660317481,21,14800,627.302018,0
abz,Abui,Trans-New-Guinea,N-Coast-New-Guinea,,,0,0.428571433,7,16000,627.2404408,0
kwj,Kwanga,Sepik,,1.334926248,8.130982399,0,,,10000,625.3188022,0
hig,Kamwe,Afro-Asiatic,,1.385617614,7.999878407,0,,,300000,621.7867936,0
amn,Amanab,Border,N-Coast-New-Guinea,1.494888306,9.608795166,0,0.428571433,7,4420,620.8494492,0
mux,Mbo-Ung,Trans-New-Guinea,,1.232050419,9.1652174,0,,,40900,620.6722495,0
ton,Tongan,Austronesian,Oceania,,,,0.181818187,11,102290,618.9948149,1
imo,Imbongu,Trans-New-Guinea,Interior-New-Guinea,1.28120327,9.238425255,0,,,42500,618.1126601,0
zab,San Juan Guelavía Zapotec,Otomanguean,Mesoamerica,1.608729243,9.166433334,0,,,28000,617.2849507,0
siw,Siwai,South-Bougainville,Oceania,,,0,0.916666687,6,6600,613.8105741,0
bnj,Eastern Tawbuid,Austronesian,,1.308129907,7.902589798,0,,,7190,613.4548376,0
sbl,Botolan Sambal,Austronesian,,1.303794622,8.336375237,0,,,32900,613.4071291,0
amp,Alamblak,Sepik,N-Coast-New-Guinea,1.633423448,10.2119112,0,0.640922606,24,1530,612.1605007,0
kay,Kamayurá,Tupian,NE-South-America,,,0,0.708333313,12,360,610.7125331,0
swp,Suau,Austronesian,,1.433099031,8.31165123,0.673076928,,,6800,607.4002385,1
big,Biangai,Trans-New-Guinea,,1.227683187,9.289704323,0,,,1400,606.7515643,0
gfk,Patpatar,Austronesian,N-Coast-New-Guinea,1.319510937,7.74585104,0,,,7000,604.4937786,0
zom,Zome,Sino-Tibetan,,1.466991067,8.289064407,0,,,50600,602.580121,0
kbh,Camsá,Language-isolate,Andean,1.398089528,9.664207458,0,1,5,4770,601.6048051,0
bco,Kaluli,Trans-New-Guinea,Interior-New-Guinea,,9.581246376,0,1,2,2500,598.9545337,0
kqi,Koitabu,Trans-New-Guinea,S-New-Guinea,,,0,1,5,2700,597.8885005,0
tgc,Tigak,Austronesian,N-Coast-New-Guinea,,,0,0.222222224,12,6000,594.5014063,0
der,Deori,Sino-Tibetan,Indic,,,0,1,4,26900,594.2989073,0
mus,Muskogee,Muskogean,E-North-America,,,0,1,5,4300,594.1901077,0
zmr,Maranunggu,Australian,N-Australia,,,0,0.333333343,17,18,593.0744709,0
mra,Mlabri,Austro-Asiatic,Southeast-Asia,,,0,0.166666672,2,324,591.2180982,0
byr,Baruya,Trans-New-Guinea,Interior-New-Guinea,1.512701154,10.27598,0,1,5,6600,589.6530543,0
mrq,North Marquesan,Austronesian,Oceania,,,0,0.200000003,5,3400,588.9453619,0
rro,Waima,Austronesian,S-New-Guinea,1.38290894,9.468224525,0,,,15000,586.8433,0
wgy,Warrgamay,Australian,N-Australia,,,0,0.571428597,7,3,586.0086175,0
soy,Miyobe,Niger-Congo,,1.660679102,8.995183945,0,,,8700,583.8464732,0
niy,Ngiti,Nilo-Saharan,S-Africa,,,0,0.502192974,19,100000,581.1592975,0
mgu,Mailu,Trans-New-Guinea,S-New-Guinea,,,0,0.5,2,8500,577.8124192,0
bto,Iriga Bicolano,Austronesian,,1.584630728,8.314465523,0,,,234000,571.281046,0
amy,Ami,Australian,,,,0,1,1,32,568.8224647,0
gde,Gude,Afro-Asiatic,African-Savannah,1.440187454,8.526370049,0,0.533333361,10,96000,566.8988216,0
mnr,Mono,Uto-Aztecan,Basin-and-Plains,,,0,0.857142866,7,39,566.5204842,0
spo,Spokane,Salish,Basin-and-Plains,,,0,1,1,50,564.5938141,0
lef,Lelemi,Niger-Congo,African-Savannah,1.567337513,8.981498718,0,0.555555582,9,48900,564.1735491,0
kqp,Kimré,Afro-Asiatic,,1.468307137,7.828909397,0,,,20000,563.7603463,0
bon,Bine,Eastern-Trans-Fly,,1.292575836,8.395815849,0,,,2000,562.9579206,0
dju,Kapriman,Sepik,N-Coast-New-Guinea,,,0,0.625,8,1640,560.4085499,0
cpa,Palantla Chinantec,Otomanguean,Mesoamerica,1.192243099,8.78958416,0,0.574999988,10,25000,560.0514514,0
kbx,Ap Ma,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,1,2,7000,558.399639,0
rab,Camling,Sino-Tibetan,Indic,,,0.07692308,1,3,12100,558.2562019,0
wnc,Wantoat,Trans-New-Guinea,N-Coast-New-Guinea,1.29728508,9.598770142,0,,,8200,557.3706696,0
kva,Bagvalal,North-Caucasian,Greater-Mesopotamia,,,0,1,1,6500,555.7834925,0
rmn,Balkan Romani,Indo-European,Europe,,,0.261893213,0.375,2,561000,554.5764715,0
zaw,Mitla Zapotec,Otomanguean,Mesoamerica,1.600767493,9.961048126,0,1,7,19500,553.5389652,0
yut,Yopno,Trans-New-Guinea,,1.39027822,8.683577538,0,,,7200,549.6617909,0
kwo,Kwomtari,Kwomtari,N-Coast-New-Guinea,,,0,0.625,8,600,546.4808204,0
aia,Arosi,Austronesian,Oceania,1.330742359,8.835897446,0,0.285714298,7,6750,545.1498632,0
mfr,Marithiel,Australian,N-Australia,,,0.769230783,0.5,3,25,544.8605213,0
klb,Kiliwa,Cochimí-Yuman,Mesoamerica,,,0,0.857142866,7,28,543.4087459,0
snp,Siane,Trans-New-Guinea,Interior-New-Guinea,1.381287813,9.149299622,0,0.666666687,9,29000,541.7369357,0
crm,Moose Cree,Algic,,2.109231234,9.112817764,0,,,4500,539.8947614,0
wbj,Alagwa,Afro-Asiatic,S-Africa,,,0,0.400000006,1,30000,539.8851666,0
cux,Tepeuxila Cuicatec,Otomanguean,,1.319518685,7.836836815,0,,,8500,538.3617744,0
ker,Kera,Afro-Asiatic,African-Savannah,,,0,0.40625,16,50500,536.5133564,0
dgr,Dogrib,Eyak-Athabaskan,,1.457198143,9.543722153,0,,,2110,534.390384,0
teu,Soo,Nilo-Saharan,S-Africa,,,0,0.766666651,10,5000,534.0617847,0
alc,Qawasqar,Kaweskaran,SE-South-America,,,0,0.395833343,8,12,531.6876195,0
kgo,Krongo,Nilo-Saharan,African-Savannah,,,0,0.430476189,25,21700,530.620288,0
cam,Cemuhî,Austronesian,Oceania,,,0,0.111111112,9,2050,530.3221157,0
wlo,Wolio,Austronesian,Oceania,,,0,0.416666657,6,65000,527.8257579,0
agd,Agarabi,Trans-New-Guinea,N-Coast-New-Guinea,1.325666785,9.205629349,0,0.916666687,6,27000,524.693178,0
ths,Thakali,Sino-Tibetan,Indic,,,0.126666665,0.375,4,6440,523.887495,0
apr,Arop-Lukep,Austronesian,N-Coast-New-Guinea,1.198834896,7.605625153,0,0.25,4,3020,520.8765054,0
hid,Hidatsa,Siouan-Catawban,Basin-and-Plains,,,0,0.800000012,5,100,520.0507079,0
tlj,Talinga-Bwisi,Niger-Congo,S-Africa,,,0,1,3,99400,518.8450401,0
agm,Angaatiha,Trans-New-Guinea,Interior-New-Guinea,1.288035035,10.87318897,0,,,2100,518.4714503,0
ipi,Ipili,Trans-New-Guinea,,1.034191608,8.967540741,0,,,26000,518.0414448,0
azz,Highland Puebla Nahuatl,Uto-Aztecan,Mesoamerica,1.344388008,8.701943398,0,,,125000,516.8590513,0
mau,Huautla Mazatec,Otomanguean,E-North-America,1.193374276,8.239419937,0,0.800000012,5,82200,516.1881411,0
kkl,Kosarek Yale,Trans-New-Guinea,Interior-New-Guinea,1.310488224,10.32368374,0,1,4,2300,516.0093363,0
eme,Emerillon,Tupian,NE-South-America,,,0,1,7,400,513.7524675,0
ygr,Yagaria,Trans-New-Guinea,Interior-New-Guinea,,,0,0.864583313,10.5,21100,510.7566045,0
zay,Zayse-Zergulla,Afro-Asiatic,Greater-Abyssinia,,,0,0.777777791,9,17800,508.0396586,0
trw,Torwali,Indo-European,Indic,,,0,1,3,60000,506.1706638,0
kbv,Dera,Senagi,N-Coast-New-Guinea,,,0,0.857142866,4,1690,503.0671131,0
zpm,Mixtepec Zapotec,Otomanguean,Mesoamerica,1.600153923,8.360376358,0,,,7000,502.9474827,0
gdn,Umanakaina,Trans-New-Guinea,,1.187305808,8.29910183,0,,,2400,500.1829268,0
tos,Highland Totonac,Totonacan,Mesoamerica,1.399518251,9.850718498,0,,,120000,499.7804034,0
amo,Amo,Niger-Congo,African-Savannah,,,0,0.800000012,5,12300,496.1953072,0
hia,Lamang,Afro-Asiatic,African-Savannah,,,0,0.466666669,10,40000,495.7428996,0
kri,Krio,Creole,,1.48280549,7.333114147,0.848156631,,,484500,493.8709935,1
klj,Turkic Khalaj,Altaic,Greater-Mesopotamia,,,0,0.563636363,11,42100,493.8177964,0
buh,Younuo Bunu,Hmong-Mien,,,,0,0,6,9720,490.83812,0
mez,Menominee,Algic,E-North-America,,,0.416666657,0.888888896,9,39,489.8732751,0
mbq,Maisin,Austronesian,S-New-Guinea,,,0,0.75,8,2610,487.9967328,0
anz,Anem,Yele-West-New-Britain,N-Coast-New-Guinea,,,0,0.800000012,5,550,486.6821345,0
kmo,Kwoma,Sepik,N-Coast-New-Guinea,1.360882401,8.714997292,0,0.555555582,9,3000,482.7075638,0
ksf,Bafia,Niger-Congo,African-Savannah,1.562731385,8.554889679,0,0.5,2,60000,481.4264873,0
nce,Yale,Language-isolate,N-Coast-New-Guinea,,,0,0.833333313,6,600,480.9869968,0
yah,Yazgulyam,Indo-European,Indic,,,0,0.400000006,1,4000,480.6141113,0
crs,Seselwa Creole French,Creole,S-Africa,1.543902397,8.052762985,,,,72700,479.2757529,1
iws,Sepik Iwam,Sepik,N-Coast-New-Guinea,1.298872471,8.857723236,0,,,2500,476.6711051,0
nca,Iyo,Trans-New-Guinea,N-Coast-New-Guinea,1.382698774,9.148431778,0,,,6900,474.3741083,0
hvn,Sabu,Austronesian,Oceania,1.377843618,7.457384109,0,0.508333325,4,110000,474.1526524,0
etr,Edolo,Trans-New-Guinea,Interior-New-Guinea,1.314365983,9.662683487,0,,,1670,470.8302233,0
ztq,Quioquitani-Quierí Zapotec,Otomanguean,,1.467493296,8.160262108,0,,,4000,469.8731326,0
mlh,Mape,Trans-New-Guinea,,1.542253017,9.924960136,0,,,5120,466.861154,0
ssx,Samberigi,Trans-New-Guinea,,1.182290435,9.46781826,0,,,3130,466.633489,0
sny,Saniyo-Hiyewe,Sepik,Interior-New-Guinea,1.106578588,7.57452631,0,,,1300,466.2710827,0
eka,Ekajuk,Niger-Congo,,1.496426105,8.576701164,0,,,30000,465.8911085,0
nri,Chokri Naga,Sino-Tibetan,,,,0,0.333333343,6,24000,464.9810151,0
apb,Sa'a,Austronesian,Oceania,,,0,0.200000003,5,11500,462.9074539,0
ito,Itonama,Language-isolate,NE-South-America,,,0,0.800000012,5,10,460.6493001,0
khz,Keapara,Austronesian,,1.352121115,9.308127403,0,,,19400,460.1603998,0
cic,Chickasaw,Muskogean,E-North-America,,,0,1,1,1000,457.5876691,0
akh,Angal Heneng,Trans-New-Guinea,,1.164360881,8.531515121,0,,,40000,456.7099352,0
pau,Palauan,Austronesian,Oceania,,,,0.442187488,16,14800,456.6304063,1
bfw,Bondo,Austro-Asiatic,,,,0,0.696969688,11,9000,456.2079837,0
woi,Kamang,Trans-New-Guinea,Oceania,,,0,1,1,16500,454.4903217,0
hur,Halkomelem,Salish,Alaska-Oregon,,,0,0.357142866,4.5,200,452.0925332,0
cgc,Kagayanen,Austronesian,,1.309080839,7.685121536,0,,,30000,451.7328841,0
mik,Mikasuki,Muskogean,E-North-America,,,0,1,9,400,450.9054359,0
ifk,Tuwali Ifugao,Austronesian,,1.518433332,8.815842628,0,,,30000,450.5943572,0
lae,Pattani,Sino-Tibetan,Indic,,,0.3125,1,4,11000,446.799178,0
bcm,Bannoni,Austronesian,Oceania,,,0,0.428571433,7,1000,444.9391766,0
sml,Central Sama,Austronesian,,1.542995214,8.856347084,0,,,90000,442.6085359,0
uma,Umatilla,Sahaptian,Basin-and-Plains,,,0,0.400000006,3,50,441.5193973,0
kpf,Komba,Trans-New-Guinea,,1.595222592,9.283605576,0,,,15000,441.3390714,0
mto,Totontepec Mixe,Mixe-Zoquean,Mesoamerica,1.107003689,8.184015274,0,,,5200,438.0913874,0
msy,Aruamu,Ramu-Lower-Sepik,N-Coast-New-Guinea,1.359523654,9.120747566,0,1,2,8000,437.7950103,0
hna,Mina,Afro-Asiatic,African-Savannah,,,0,0.25,4,11000,436.7669144,0
lem,Nomaande,Niger-Congo,,1.495145082,9.119221687,0,,,6000,436.2307377,0
nag,Naga Pidgin,Creole,Southeast-Asia,,,,0.5,1,30000,435.1239834,1
tim,Timbe,Trans-New-Guinea,N-Coast-New-Guinea,1.450080752,9.258955002,0,,,11000,431.9811103,0
tbg,North Tairora,Trans-New-Guinea,Interior-New-Guinea,1.248312473,9.824460983,0,0.875,8,6000,429.0768708,0
cya,Nopala Chatino,Otomanguean,Mesoamerica,1.287577629,7.333716393,0,,,11000,428.6640606,0
new,Newar,Sino-Tibetan,Indic,,,0.036481649,0.643750012,9,839000,426.0925867,0
tdn,Tondano,Austronesian,Oceania,,,0,0.53125,8,80000,424.0137413,0
tpm,Tampulma,Niger-Congo,African-Savannah,1.48675549,7.924304008,0,,,16000,420.286222,0
abb,Bankon,Niger-Congo,African-Savannah,,,0,1,1,12000,419.5077176,0
shj,Shatt,Nilo-Saharan,African-Savannah,,,0,0.666666687,6,15000,416.6584201,0
otn,Tenango Otomi,Otomanguean,,1.297661424,8.389224052,0,,,10000,416.6519285,0
kto,Kuot,Language-isolate,N-Coast-New-Guinea,1.363316298,8.227437019,0,0.5,8,2400,415.5550249,0
sua,Sulka,Language-isolate,N-Coast-New-Guinea,1.32544291,8.189777374,0,0.590909064,11,2500,414.9070621,0
nii,Nii,Trans-New-Guinea,Interior-New-Guinea,1.353408813,7.768592358,0,,,12000,414.0408516,0
nlg,Gela,Austronesian,Oceania,,,0,0.25,4,11900,412.710932,0
kyx,Rapoisi,North-Bougainville,Oceania,,,0,0.5,1,3500,412.5511353,0
mhk,Mungaka,Niger-Congo,African-Savannah,,,0,0.75,4,50100,410.1438694,0
mte,Mono,Austronesian,Oceania,,,0,0.5,4,3340,410.0474999,0
rth,Ratahan,Austronesian,Oceania,,,0,0.166666672,3,30000,408.5299975,0
lec,Leco,Language-isolate,Andean,,,0,1,6,20,406.0718987,0
kpt,Karata,North-Caucasian,Greater-Mesopotamia,,,0,0.5,1,5000,402.889746,0
eno,Enggano,Unclassified,Southeast-Asia,,,0,0.714285731,7,1500,400.0589831,0
mco,Coatlán Mixe,Mixe-Zoquean,Mesoamerica,1.512354016,8.818775177,0,0.400000006,5,5000,399.5678254,0
blw,Balangao,Austronesian,Oceania,1.284783363,8.210402489,0,1,2,21300,399.358446,0
sue,Suena,Trans-New-Guinea,S-New-Guinea,1.344112396,8.634496689,0,0.455833346,20,3000,398.0259788,0
isi,Nkem-Nkum,Niger-Congo,African-Savannah,,,0,0.200000003,5,34500,393.7720873,0
yuj,Karkar-Yuri,Pauwasi,N-Coast-New-Guinea,1.31568265,8.847924232,0,0,1,1140,392.4130353,0
gaj,Gadsup,Trans-New-Guinea,Interior-New-Guinea,,,0,0.857142866,7,22100,391.4119446,0
sbf,Shabo,Unclassified,Greater-Abyssinia,,,0,0.666666687,3,450,391.1505234,0
nin,Ninzo,Niger-Congo,,1.510394573,7.394886971,0,,,35000,390.1554228,0
emi,Mussau-Emira,Austronesian,N-Coast-New-Guinea,1.292590976,8.359977722,0,0.142857149,7,5000,388.602898,0
kma,Konni,Niger-Congo,African-Savannah,1.519847989,7.709857941,0,0.714285731,7,3800,387.5656925,0
kms,Kamasau,Torricelli,N-Coast-New-Guinea,1.371431828,7.778348446,0,0.285714298,7,960,387.0260071,0
crh,Crimean Turkish,Altaic,Inner-Asia,1.749672174,,0,,,178000,386.55111,0
pqa,Pa'a,Afro-Asiatic,African-Savannah,,,0,0.5,8,8000,386.5430151,0
npa,Nar Phu,Sino-Tibetan,Indic,,,0,0.708333313,8,800,385.4605446,0
gdb,Pottangi Ollar Gadaba,Dravidian,Indic,,,0,1,1,15000,384.3177963,0
hup,Hupa,Eyak-Athabaskan,California,,,0.789473712,0.625,8,8,383.5613785,0
tdh,Thulung,Sino-Tibetan,Indic,,,0.071748883,0.666666687,3,33310,383.0947252,0
nll,Nihali,Language-isolate,,,,0,0.478571415,5,2000,382.1287467,0
avi,Avikam,Niger-Congo,African-Savannah,,,0,0.5,2,21000,382.0475632,0
ncj,Northern Puebla Nahuatl,Uto-Aztecan,Mesoamerica,1.329770565,8.627165794,0,0.800000012,5,60000,375.4435861,0
dob,Dobu,Austronesian,,1.418753862,9.008259773,0.909090936,,,10000,374.9554603,1
uvl,Lote,Austronesian,,1.362401724,7.663723946,0,,,5500,372.5373453,0
aom,Ömie,Trans-New-Guinea,S-New-Guinea,1.360377073,10.09926605,0,0.5,6,800,372.2014103,0
ncl,Michoacán Nahuatl,Uto-Aztecan,Mesoamerica,1.413220406,8.850439072,0,0.625,8,3000,371.5299538,0
tio,Teop,Austronesian,Oceania,,,0,0.142857149,7,5000,371.52509,0
kvv,Kola,Austronesian,Oceania,,,0,1,1,7700,368.7023983,0
knj,Western Kanjobal,Mayan,Mesoamerica,1.327733159,7.802624702,0,1,1,58600,368.2989662,0
ixl,San Juan Cotzal Ixil,Mayan,,1.302067041,8.278180122,0,,,16000,364.9576109,0
bbr,Girawa,Trans-New-Guinea,,1.360781908,8.586091042,0,,,4000,363.910098,0
set,Sentani,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,,,0,0.436979175,16,30000,361.1004927,0
ncb,Central Nicobarese,Austro-Asiatic,Southeast-Asia,,,0,0.333333343,3,10100,360.1339473,0
kij,Kilivila,Austronesian,S-New-Guinea,,,0,0.492045462,22,20000,359.8483556,0
aro,Araona,Tacanan,NE-South-America,,,0,0.430555552,21,81,357.6404206,0
naf,Nabak,Trans-New-Guinea,N-Coast-New-Guinea,1.468642354,9.866745949,0,0.740740716,9,16000,357.5131503,0
pon,Pohnpeian,Austronesian,Oceania,,,,0.409090906,11,29000,357.4875191,1
tus,Tuscarora,Iroquoian,E-North-America,,,0,0.777777791,9,11,354.6180931,0
mpk,Mbara,Afro-Asiatic,African-Savannah,,,0,0.571428597,7,1000,353.0890673,0
szp,Suabo,Trans-New-Guinea,N-Coast-New-Guinea,,,0,0.777777791,9,1100,352.676759,0
nmd,Ndumu,Niger-Congo,S-Africa,,,0,0.400000006,5,4310,352.1725749,0
auy,Awiyaana,Trans-New-Guinea,Interior-New-Guinea,1.470359921,11.13335705,0,,,11100,351.8053569,0
cnt,Tepetotutla Chinantec,Otomanguean,Mesoamerica,1.420033216,9.267361641,0,0.5,1,2000,349.4584469,0
twf,Northern Tiwa,Kiowa-Tanoan,Basin-and-Plains,,,0,1,7,930,348.0706548,0
twu,Termanu,Austronesian,,1.3693856,8.454612732,0,,,30000,347.9941636,0
kst,Winyé,Niger-Congo,African-Savannah,,,0,0.5,1,20000,346.1448348,0
kcr,Katla,Niger-Congo,African-Savannah,,,0,0.833333313,6,14200,345.0541273,0
anq,Jarawa,Andamanese,Southeast-Asia,,,0,1,1,250,344.8038855,0
mox,Molima,Austronesian,,1.35718286,8.71113205,0,,,4010,343.7289228,0
sku,Sakao,Austronesian,Oceania,,,0,0.857142866,7,4000,342.1752161,0
cof,Colorado,Barbacoan,Andean,1.285818815,10.06282711,0,0.949999988,5,2300,341.2124986,0
zpz,Texmelucan Zapotec,Otomanguean,Mesoamerica,1.401955843,7.704078674,0,,,4100,340.4609022,0
lid,Nyindrou,Austronesian,,1.424627304,8.010156631,0,,,4200,339.880757,0
jic,Tol,Jicaquean,Mesoamerica,1.405127525,7.998085976,0,0.600000024,2,350,339.0059396,0
kqc,Doromu,Trans-New-Guinea,,1.417708874,8.154885292,0,,,1500,338.041199,0
nir,Nimboran,Nimboran,N-Coast-New-Guinea,,,0,0.5,5,2000,332.9293987,0
csm,Central Sierra Miwok,Miwok-Costanoan,California,,,0,1,1,12,331.5177798,0
moz,Mukulu,Afro-Asiatic,African-Savannah,,,0,1,2,12000,331.0880638,0
omw,South Tairora,Trans-New-Guinea,,1.177110434,9.58518219,0,,,7000,330.0554531,0
dhi,Dhimal,Sino-Tibetan,Indic,,,0.054118775,1,3,17300,329.1329911,0
caf,Southern Carrier,Eyak-Athabaskan,,1.507139921,9.27907753,0,,,500,329.0002874,0
awb,Awa,Trans-New-Guinea,Interior-New-Guinea,1.453726888,10.44798851,0,0.857142866,7,2050,327.12529,0
sif,Siamou,Niger-Congo,African-Savannah,,,0,0.666666687,3,20000,325.1708077,0
bng,Benga,Niger-Congo,S-Africa,,,0,1,1,4100,324.9356386,0
ifu,Mayoyao Ifugao,Austronesian,,1.406139016,7.993730068,0,,,30000,323.9511951,0
aoj,Mufian,Torricelli,N-Coast-New-Guinea,1.445975304,9.5592556,0,0.428571433,7,11000,321.7530272,0
bcw,Bana,Afro-Asiatic,African-Savannah,1.421601057,8.222483635,0,,,23000,321.6281088,0
yok,Yokuts,Yokutsan,California,,,0,0.569191933,9.666666985,25,320.83381,0
otm,Eastern Highland Otomi,Otomanguean,Mesoamerica,1.45480299,8.190143585,0,0.125,1,49300,319.0169901,0
mim,Alacatlatzala Mixtec,Otomanguean,Mesoamerica,,,0,1,1,22200,318.4414945,0
cco,Comaltepec Chinantec,Otomanguean,Mesoamerica,1.253457546,8.228189468,0,0.5,11,2000,316.6339865,0
ots,Estado de México Otomi,Otomanguean,Mesoamerica,1.416211367,8.463634491,0,,,10000,315.7644376,0
mcs,Mambai,Niger-Congo,African-Savannah,,,0,1,3,10000,314.3942002,0
mlt,Maltese,Afro-Asiatic,Europe,1.844299078,10.02927876,,0.487500012,8,300000,313.525928,1
poh,Eastern Pokomchí,Mayan,,1.243474245,8.006325722,0,,,42200,313.3330842,0
pwg,Gapapaiwa,Austronesian,S-New-Guinea,1.376473308,8.529744148,0,0.5,3,3000,311.2969649,0
kmg,Kâte,Trans-New-Guinea,N-Coast-New-Guinea,,10.15493202,0.800000012,0.416666657,2,6130,310.6340759,1
trc,Copala Triqui,Otomanguean,Mesoamerica,1.005747795,7.426296234,0,0.32407406,9,25000,310.4087404,0
toj,Tojolabal,Mayan,Mesoamerica,1.443885446,8.1976614,0,0.5625,4,36000,310.1554471,0
viv,Iduna,Austronesian,S-New-Guinea,1.353417873,9.331615448,0,1,3,6000,308.3434793,0
mio,Pinotepa Nacional Mixtec,Otomanguean,Mesoamerica,1.105163813,6.670391083,0,0.428571433,7,20000,306.5215579,0
tpz,Tinputz,Austronesian,,1.315556169,7.573475838,0,,,3900,306.2745768,0
mpx,Misima-Paneati,Austronesian,,1.446086884,8.386517525,0,,,18000,305.9032047,0
zpi,Santa María Quiegolani Zapotec,Otomanguean,Mesoamerica,1.498929143,7.95685482,0,0.166666672,1,3000,305.0676955,0
mie,Ocotepec Mixtec,Otomanguean,Mesoamerica,1.332948804,7.392014503,0,0.142857149,7,6500,304.6471285,0
ons,Ono,Trans-New-Guinea,N-Coast-New-Guinea,,,0.090909094,0.4375,4,5500,303.5029964,0
saj,Sahu,West-Papuan,Oceania,,,0,0.224999994,10,7500,302.2536311,0
wer,Weri,Trans-New-Guinea,S-New-Guinea,1.521026611,9.4284935,0,,,4160,302.0095901,0
mxq,Juquila Mixe,Mixe-Zoquean,,1.507086635,9.027633667,0,,,8000,301.9677242,0
